Results: 20191114_JHL_1qtf
Query: s001A
Select neighbours (check boxes) for viewing as multiple structural alignment or 3D superimposition. The list of neighbours is sorted by Z-score. Similarities with a Z-score lower than 2 are spurious. Each neighbour has links to pairwise structural alignment with the query structure, and to the PDB format coordinate file where the neighbour is superimposed onto the query structure.

  Expand gaps    
Summary
    No:  Chain   Z    rmsd lali nres  %id PDB  Description
  54:  1bqy-A 20.6  2.2  185   235   11 PDB  MOLECULE: PLASMINOGEN ACTIVATOR;                                     
  55:  5il9-A 20.6  2.4  174   465   22 PDB  MOLECULE: PROTEASE DO-LIKE 9;                                        
  56:  5jd8-A 20.6  2.4  171   272   23 PDB  MOLECULE: PERIPLASMIC SERINE PEPTIDASE DEGS;                         
  57:  4fln-B 20.5  2.4  174   464   24 PDB  MOLECULE: PROTEASE DO-LIKE 2, CHLOROPLASTIC;                         
  58:  1kig-H 20.5  2.3  186   241   17 PDB  MOLECULE: FACTOR XA;                                                 
  59:  1zjk-A 20.5  2.2  188   389   15 PDB  MOLECULE: MANNAN-BINDING LECTIN SERINE PROTEASE 2;                   
  60:  1c5m-D 20.5  2.3  188   241   18 PDB  MOLECULE: PROTEIN (COAGULATION FACTOR X);                            
  61:  3qo6-B 20.5  2.2  173   328   21 PDB  MOLECULE: PROTEASE DO-LIKE 1, CHLOROPLASTIC;                         
  62:  1op0-A 20.3  2.2  184   234   14 PDB  MOLECULE: VENOM SERINE PROTEINASE;                                   
  63:  2z9i-A 20.3  2.3  171   284   22 PDB  MOLECULE: PROBABLE SERINE PROTEASE PEPD;                             
  64:  1gvz-A 20.1  2.4  184   237   15 PDB  MOLECULE: KALLIKREIN-1E2;                                            
  65:  3k6y-A 20.0  2.3  172   227   22 PDB  MOLECULE: POSSIBLE MEMBRANE-ASSOCIATED SERINE PROTEASE;              
  66:  1pyt-C 19.9  2.3  186   248   13 PDB  MOLECULE: PROCARBOXYPEPTIDASE A;                                     
  67:  3nwu-B 19.8  2.2  165   183   23 PDB  MOLECULE: SERINE PROTEASE HTRA1;                                     
  68:  1gpz-A 19.7  2.4  182   368   16 PDB  MOLECULE: COMPLEMENT C1R COMPONENT;                                  
  69:  5y28-C 19.7  2.2  166   277   23 PDB  MOLECULE: PERIPLASMIC SERINE ENDOPROTEASE DEGP-LIKE;                 
  70:  1pyt-D 19.6  2.5  188   251   14 PDB  MOLECULE: PROCARBOXYPEPTIDASE A;                                     
  71:  4nsy-B 19.3  2.8  190   266   16 PDB  MOLECULE: LYSYL ENDOPEPTIDASE;                                       
  72:  4ri0-A 19.2  2.4  168   306   23 PDB  MOLECULE: SERINE PROTEASE HTRA3;                                     
  73:  3lgu-A 19.1  2.6  169   191   23 PDB  MOLECULE: PROTEASE DEGS;                                             
  74:  5hma-A 19.1  2.6  171   191   19 PDB  MOLECULE: TRYPSIN-LIKE SERINE PROTEASE;                              
  75:  1fdp-B 19.0  2.3  172   198   16 PDB  MOLECULE: PROENZYME OF COMPLEMENT FACTOR D;                          
  76:  1arc-A 18.9  2.9  189   264   16 PDB  MOLECULE: ACHROMOBACTER PROTEASE I;                                  
  77:  1mkw-K 18.9  2.4  191   287   14 PDB  MOLECULE: ALPHA-THROMBIN;                                            
  78:  4ic5-A 18.9  2.3  169   210   23 PDB  MOLECULE: PROTEASE DO-LIKE 5, CHLOROPLASTIC;                         
  79:  5jxp-A 18.9  2.4  193   662   20 PDB  MOLECULE: ASP/GLU-SPECIFIC DIPEPTIDYL-PEPTIDASE;                     
  80:  5t69-A 18.9  2.4  164   284   23 PDB  MOLECULE: PUTATIVE SERINE PROTEASE HHOA;                             
  81:  1soz-C 18.9  2.4  173   257   23 PDB  MOLECULE: PROTEASE DEGS;                                             
  82:  5zvj-A 18.7  2.4  169   299   25 PDB  MOLECULE: SERINE PROTEASE;                                           
  83:  1l1j-A 18.5  2.3  169   226   27 PDB  MOLECULE: HEAT SHOCK PROTEASE HTRA;                                  
  84:  5jwf-A 18.5  2.4  191   700   23 PDB  MOLECULE: ASP/GLU-SPECIFIC DIPEPTIDYL-PEPTIDASE;                     
  85:  1gvl-A 18.2  2.4  171   223   16 PDB  MOLECULE: KALLIKREIN 6;                                              
  86:  3wom-A 17.9  2.6  196   699   20 PDB  MOLECULE: DIPEPTIDYL AMINOPEPTIDASE BII;                             
  87:  1te0-A 17.9  2.7  172   318   23 PDB  MOLECULE: PROTEASE DEGS;                                             
  88:  4ic6-A 17.8  2.6  175   340   23 PDB  MOLECULE: PROTEASE DO-LIKE 8, CHLOROPLASTIC;                         
  89:  3sti-A 17.6  2.1  154   184   24 PDB  MOLECULE: PROTEASE DEGQ;                                             
  90:  2w5e-A 17.6  2.2  155   162   21 PDB  MOLECULE: PUTATIVE SERINE PROTEASE;                                  
  91:  1ky9-B 17.2  2.4  170   396   21 PDB  MOLECULE: PROTEASE DO;                                               
  92:  3gdv-A 17.2  2.4  172   296   22 PDB  MOLECULE: DEGS PROTEASE;                                             
  93:  1sgf-A 16.9  2.3  161   203   19 PDB  MOLECULE: NERVE GROWTH FACTOR;                                       
  94:  5fht-A 16.6  2.2  168   300   24 PDB  MOLECULE: SERINE PROTEASE HTRA2, MITOCHONDRIAL;                      
  95:  3mmg-A 14.6  2.7  163   217   15 PDB  MOLECULE: NUCLEAR INCLUSION PROTEIN A;                               
  96:  1lvm-A 14.3  2.9  166   229   19 PDB  MOLECULE: CATALYTIC DOMAIN OF THE NUCLEAR INCLUSION                  
  97:  1rgq-B 12.8  2.8  139   186   14 PDB  MOLECULE: NS3 PROTEASE;                                              
  98:  1mbm-A 12.6  2.5  135   198   19 PDB  MOLECULE: CHYMOTRYPSIN-LIKE SERINE PROTEASE;                         
  99:  1lvo-D 11.9  2.5  146   301   14 PDB  MOLECULE: REPLICASE, HYDROLASE DOMAIN;                               
 100:  5wdx-A 11.8  2.7  136   642   15 PDB  MOLECULE: JFH-1 NS3;                                                 
 101:  6bqj-C 11.6  2.8  137   207   15 PDB  MOLECULE: NS3 PROTEASE;                                              
 102:  5jyk-B 11.3  3.0  128   412   23 PDB  MOLECULE: PROTEASE DO-LIKE 9;                                        
 103:  5yvu-B 10.9  2.8  135   601   18 PDB  MOLECULE: GENOME POLYPROTEIN;                                        
 104:  3u1i-B 10.8  2.7  134   168   19 PDB  MOLECULE: SERINE PROTEASE SUBUNIT NS2B;                              
 105:  4uon-A 10.7  3.0  134   154   13 PDB  MOLECULE: CAPSID PROTEASE;                                           
 106:  2wv9-A 10.6  2.9  138   600   17 PDB  MOLECULE: FLAVIVIRIN PROTEASE NS2B REGULATORY SUBUNIT, FLAV          
 107:  1svp-A 10.5  3.0  134   160   14 PDB  MOLECULE: SINDBIS VIRUS CAPSID PROTEIN;                              
 108:  3lkw-A 10.3  2.8  139   211   15 PDB  MOLECULE: FUSION PROTEIN OF NONSTRUCTURAL PROTEIN 2B AND             
 109:  2hrv-A 10.2  2.7  121   139   23 PDB  MOLECULE: 2A CYSTEINE PROTEINASE;                                    
 110:  4m9m-A 10.1  3.3  142   202   20 PDB  MOLECULE: NS2B-NS3 PROTEASE;                                         
 111:  1ezx-C 10.0  2.3  115   140   11 PDB  MOLECULE: ALPHA-1-ANTITRYPSIN;                                       
 112:  1kdq-A  9.6  2.3  115   130   11 PDB  MOLECULE: CHYMOTRYPSIN B, B CHAIN;                                   
 113:  5lc0-A  9.6  2.9  137   193   18 PDB  MOLECULE: NS2B-NS3 PROTEASE,NS2B-NS3 PROTEASE;                       
 114:  4r8t-B  9.5  2.7  123   141   17 PDB  MOLECULE: SERINE PROTEASE SUBUNIT NS2B;                              
 115:  2yol-A  9.5  2.9  137   213   18 PDB  MOLECULE: SERINE PROTEASE SUBUNIT NS2B, SERINE PROTEASE NS3          
 116:  2kai-B  9.3  1.9  112   152   18 PDB  MOLECULE: KALLIKREIN A;                                              
 117:  5t1v-B  8.6  3.0  128   163   17 PDB  MOLECULE: NS2B-NS3 PROTEASE,NS2B-NS3 PROTEASE;                       
 118:  1cu1-A  8.3  2.6  137   645   17 PDB  MOLECULE: PROTEIN (PROTEASE/HELICASE NS3);                           
 119:  5lkl-A  7.7  3.0  121   704   16 PDB  MOLECULE: GENOME POLYPROTEIN;                                        
 120:  5lkl-B  7.6  3.0  121   679   16 PDB  MOLECULE: GENOME POLYPROTEIN;                                        
 121:  2m9p-A  6.6  3.3  136   240   16 PDB  MOLECULE: SERINE PROTEASE SUBUNIT NS2B, SERINE PROTEASE NS3          
 122:  5y09-B  6.6  2.5   90   369   20 PDB  MOLECULE: PROTEASE DO-LIKE 9;                                        


Results: 20191114_JHL_5y28
Query: s001A
Select neighbours (check boxes) for viewing as multiple structural alignment or 3D superimposition. The list of neighbours is sorted by Z-score. Similarities with a Z-score lower than 2 are spurious. Each neighbour has links to pairwise structural alignment with the query structure, and to the PDB format coordinate file where the neighbour is superimposed onto the query structure.

  Expand gaps    
Summary
    No:  Chain   Z    rmsd lali nres  %id PDB  Description
   1:  5y28-C 41.6  0.1  277   277  100 PDB  MOLECULE: PERIPLASMIC SERINE ENDOPROTEASE DEGP-LIKE;                 
   2:  5t69-A 29.4  3.3  252   284   39 PDB  MOLECULE: PUTATIVE SERINE PROTEASE HHOA;                             
   3:  3otp-A 28.5  6.9  241   381   48 PDB  MOLECULE: PROTEASE DO;                                               
   4:  3lgu-A 28.5  1.9  181   191   50 PDB  MOLECULE: PROTEASE DEGS;                                             
   5:  4ynn-A 28.5  3.7  206   400   49 PDB  MOLECULE: PROTEASE DO;                                               
   6:  5jd8-A 28.5  3.2  258   272   41 PDB  MOLECULE: PERIPLASMIC SERINE PEPTIDASE DEGS;                         
   7:  3pv3-A 28.3  5.7  225   392   47 PDB  MOLECULE: DEGQ;                                                      
   8:  4ic5-A 28.2  1.5  179   210   40 PDB  MOLECULE: PROTEASE DO-LIKE 5, CHLOROPLASTIC;                         
   9:  3stj-A 28.1  6.2  221   300   44 PDB  MOLECULE: PROTEASE DEGQ;                                             
  10:  3sti-A 28.1  1.3  168   184   54 PDB  MOLECULE: PROTEASE DEGQ;                                             
  11:  4ic6-A 28.0  4.4  259   340   41 PDB  MOLECULE: PROTEASE DO-LIKE 8, CHLOROPLASTIC;                         
  12:  2z9i-A 27.9  3.3  203   284   42 PDB  MOLECULE: PROBABLE SERINE PROTEASE PEPD;                             
  13:  3gdv-A 27.7  3.8  261   296   43 PDB  MOLECULE: DEGS PROTEASE;                                             
  14:  3qo6-B 27.6  2.6  260   328   42 PDB  MOLECULE: PROTEASE DO-LIKE 1, CHLOROPLASTIC;                         
  15:  5zvj-A 27.5  4.4  250   299   42 PDB  MOLECULE: SERINE PROTEASE;                                           
  16:  3nwu-B 27.0  2.2  175   183   40 PDB  MOLECULE: SERINE PROTEASE HTRA1;                                     
  17:  1te0-A 26.4  5.1  261   318   43 PDB  MOLECULE: PROTEASE DEGS;                                             
  18:  1l1j-A 26.3  1.8  176   226   45 PDB  MOLECULE: HEAT SHOCK PROTEASE HTRA;                                  
  19:  3nzi-A 25.8  2.4  182   211   39 PDB  MOLECULE: SERINE PROTEASE HTRA1;                                     
  20:  1ky9-B 25.5  2.1  254   396   45 PDB  MOLECULE: PROTEASE DO;                                               
  21:  4ri0-A 25.3  8.6  213   306   34 PDB  MOLECULE: SERINE PROTEASE HTRA3;                                     
  22:  1soz-C 25.2  3.6  220   257   45 PDB  MOLECULE: PROTEASE DEGS;                                             
  23:  4fln-B 24.3  5.2  201   464   26 PDB  MOLECULE: PROTEASE DO-LIKE 2, CHLOROPLASTIC;                         
  24:  5ilb-A 24.3  5.3  199   465   24 PDB  MOLECULE: PROTEASE DO-LIKE 2, CHLOROPLASTIC,PROTEASE DO-LIK          
  25:  5hma-A 23.9  1.8  167   191   26 PDB  MOLECULE: TRYPSIN-LIKE SERINE PROTEASE;                              
  26:  5il9-A 23.7  3.8  191   465   29 PDB  MOLECULE: PROTEASE DO-LIKE 9;                                        
  27:  3k6y-A 22.4  5.3  174   227   24 PDB  MOLECULE: POSSIBLE MEMBRANE-ASSOCIATED SERINE PROTEASE;              
  28:  5fht-A 21.8  5.1  202   300   33 PDB  MOLECULE: SERINE PROTEASE HTRA2, MITOCHONDRIAL;                      
  29:  6u1b-A 19.8  2.1  166   221   23 PDB  MOLECULE: GLUTAMYL ENDOPEPTIDASE;                                    
  30:  4ink-A 19.6  2.2  159   203   20 PDB  MOLECULE: SERINE PROTEASE SPLD;                                      
  31:  1p3c-A 19.2  2.3  166   215   20 PDB  MOLECULE: GLUTAMYL-ENDOPEPTIDASE;                                    
  32:  1qy6-A 19.2  2.2  166   216   23 PDB  MOLECULE: SERINE PROTEASE;                                           
  33:  2w7u-B 18.9  2.1  159   200   27 PDB  MOLECULE: SERINE PROTEASE SPLA;                                      
  34:  1agj-A 18.9  2.8  170   242   26 PDB  MOLECULE: EPIDERMOLYTIC TOXIN A;                                     
  35:  2as9-A 18.7  2.1  159   207   23 PDB  MOLECULE: SERINE PROTEASE;                                           
  36:  4k1t-C 18.7  2.9  163   203   23 PDB  MOLECULE: SERINE PROTEASE SPLB;                                      
  37:  5mm8-A 18.6  2.3  157   197   23 PDB  MOLECULE: SERINE PROTEASE SPLE;                                      
  38:  2bdb-A 18.3  2.2  166   242   13 PDB  MOLECULE: ELASTASE-1;                                                
  39:  1pq5-A 18.2  2.3  163   225   17 PDB  MOLECULE: TRYPSIN;                                                   
  40:  1fxy-A 18.1  2.5  166   229   18 PDB  MOLECULE: COAGULATION FACTOR XA-TRYPSIN CHIMERA;                     
  41:  1bru-P 18.1  2.3  166   241   16 PDB  MOLECULE: ELASTASE;                                                  
  42:  2oq5-A 17.9  2.4  166   232   14 PDB  MOLECULE: TRANSMEMBRANE PROTEASE, SERINE 11E;                        
  43:  1ym0-A 17.9  2.2  164   238   17 PDB  MOLECULE: FIBRINOTIC ENZYME COMPONENT B;                             
  44:  2qxg-A 17.8  2.4  164   225   13 PDB  MOLECULE: KALLIKREIN-7;                                              
  45:  1azz-A 17.7  2.3  163   226   21 PDB  MOLECULE: COLLAGENASE;                                               
  46:  2zch-P 17.7  2.5  164   237   17 PDB  MOLECULE: PROSTATE-SPECIFIC ANTIGEN;                                 
  47:  1fuj-A 17.7  2.4  163   221   20 PDB  MOLECULE: PR3;                                                       
  48:  1b0f-A 17.6  2.5  164   218   12 PDB  MOLECULE: PROTEIN (ELASTASE);                                        
  49:  1npm-A 17.6  2.5  163   223   17 PDB  MOLECULE: NEUROPSIN;                                                 
  50:  4h4f-A 17.6  2.3  165   239   14 PDB  MOLECULE: CHYMOTRYPSIN-C;                                            
  51:  3w94-A 17.6  2.3  163   235   13 PDB  MOLECULE: ENTEROPEPTIDASE-1;                                         
  52:  1elt-A 17.6  2.3  163   236   15 PDB  MOLECULE: ELASTASE;                                                  
  53:  5dj7-A 17.6  2.5  164   230   16 PDB  MOLECULE: TRYPSIN;                                                   
  54:  1hyl-A 17.5  2.2  162   230   19 PDB  MOLECULE: HYPODERMA LINEATUM COLLAGENASE;                            
  55:  1spj-A 17.5  2.4  163   236   14 PDB  MOLECULE: KALLIKREIN 1;                                              
  56:  5c2z-A 17.5  3.1  170   248   24 PDB  MOLECULE: EXFOLIATIVE TOXIN D2;                                      
  57:  2rdl-A 17.5  2.3  160   226   16 PDB  MOLECULE: CHYMASE 2;                                                 
  58:  3h7o-A 17.4  2.4  164   228   18 PDB  MOLECULE: GROUP 3 ALLERGEN SMIPP-S YV6023A04;                        
  59:  1ekb-B 17.4  2.4  163   235   15 PDB  MOLECULE: ENTEROPEPTIDASE;                                           
  60:  3rp2-A 17.4  2.1  158   224   15 PDB  MOLECULE: RAT MAST CELL PROTEASE II;                                 
  61:  5wi6-B 17.4  2.6  166   245   13 PDB  MOLECULE: TRYPTASE ALPHA/BETA-1;                                     
  62:  1lto-A 17.4  2.5  165   243   13 PDB  MOLECULE: ALPHA TRYPTASE I;                                          
  63:  1z8g-A 17.3  2.4  169   366   15 PDB  MOLECULE: SERINE PROTEASE HEPSIN;                                    
  64:  1fi8-B 17.3  2.2  159   227   15 PDB  MOLECULE: NATURAL KILLER CELL PROTEASE 1;                            
  65:  1eq9-A 17.3  2.2  160   222   18 PDB  MOLECULE: CHYMOTRYPSIN;                                              
  66:  1m9u-A 17.3  2.2  163   241   15 PDB  MOLECULE: EARTHWORM FIBRINOLYTIC ENZYME;                             
  67:  2eek-A 17.3  2.5  161   220   15 PDB  MOLECULE: TRYPSIN-1;                                                 
  68:  1trn-A 17.3  2.5  163   224   16 PDB  MOLECULE: TRYPSIN;                                                   
  69:  4dgj-A 17.3  2.4  162   235   17 PDB  MOLECULE: ENTEROPEPTIDASE CATALYTIC LIGHT CHAIN;                     
  70:  6e0u-A 17.3  3.0  170   241   24 PDB  MOLECULE: SERINE PROTEASE;                                           
  71:  1h4w-A 17.2  2.3  160   224   16 PDB  MOLECULE: TRYPSIN IVA;                                               
  72:  1fq3-A 17.2  2.4  163   227   13 PDB  MOLECULE: GRANZYME B;                                                
  73:  1a0j-A 17.2  2.6  164   223   15 PDB  MOLECULE: TRYPSIN;                                                   
  74:  1sgf-G 17.2  2.6  164   232   18 PDB  MOLECULE: NERVE GROWTH FACTOR;                                       
  75:  4niy-D 17.2  2.3  156   195   18 PDB  MOLECULE: CATIONIC TRYPSIN;                                          
  76:  1shy-A 17.2  2.5  162   228   15 PDB  MOLECULE: HEPATOCYTE GROWTH FACTOR;                                  
  77:  1g3c-A 17.2  2.3  160   225   18 PDB  MOLECULE: BETA-TRYPSIN;                                              
